file,start_time,end_time,KAAM_song,KAAM_call,?_KAAM_song,?,?_KAAM_call
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,75.0,78.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,76.5,79.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,78.0,81.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,79.5,82.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,81.0,84.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,82.5,85.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,84.0,87.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,85.5,88.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,87.0,90.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,88.5,91.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,90.0,93.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,91.5,94.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,93.0,96.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,94.5,97.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,96.0,99.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,97.5,100.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,99.0,102.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,100.5,103.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,102.0,105.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,103.5,106.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,105.0,108.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,106.5,109.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,108.0,111.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,109.5,112.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,111.0,114.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,112.5,115.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,114.0,117.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,115.5,118.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,117.0,120.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,118.5,121.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,120.0,123.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,121.5,124.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,123.0,126.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,124.5,127.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,126.0,129.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,127.5,130.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,129.0,132.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,130.5,133.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,132.0,135.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,133.5,136.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,135.0,138.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,136.5,139.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,138.0,141.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,139.5,142.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,141.0,144.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,142.5,145.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,144.0,147.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,145.5,148.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,147.0,150.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,148.5,151.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,150.0,153.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,151.5,154.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,153.0,156.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,154.5,157.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,156.0,159.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,157.5,160.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,159.0,162.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,160.5,163.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,162.0,165.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,163.5,166.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,165.0,168.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,166.5,169.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,168.0,171.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,169.5,172.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,171.0,174.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,172.5,175.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,174.0,177.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,175.5,178.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,177.0,180.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,178.5,181.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,180.0,183.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,181.5,184.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,183.0,186.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,184.5,187.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,186.0,189.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,187.5,190.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,189.0,192.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,190.5,193.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,192.0,195.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,193.5,196.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,195.0,198.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,196.5,199.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,198.0,201.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,199.5,202.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,201.0,204.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,202.5,205.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,204.0,207.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,205.5,208.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,207.0,210.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,208.5,211.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,210.0,213.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,211.5,214.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,213.0,216.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,214.5,217.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,216.0,219.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,217.5,220.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,219.0,222.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,220.5,223.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,222.0,225.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,223.5,226.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,225.0,228.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,226.5,229.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,228.0,231.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,229.5,232.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,231.0,234.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,232.5,235.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,234.0,237.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,235.5,238.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,237.0,240.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,238.5,241.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,240.0,243.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,241.5,244.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,243.0,246.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,244.5,247.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,246.0,249.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,247.5,250.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,249.0,252.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,250.5,253.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,252.0,255.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,0.0,3.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,1.5,4.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,3.0,6.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,4.5,7.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,6.0,9.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,7.5,10.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,9.0,12.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,10.5,13.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,12.0,15.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,13.5,16.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,15.0,18.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,16.5,19.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,18.0,21.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,19.5,22.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,21.0,24.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,22.5,25.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,24.0,27.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,25.5,28.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,27.0,30.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,28.5,31.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,30.0,33.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,31.5,34.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,33.0,36.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,34.5,37.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,36.0,39.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,37.5,40.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,39.0,42.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,40.5,43.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,42.0,45.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,43.5,46.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,45.0,48.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,46.5,49.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,48.0,51.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,49.5,52.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,51.0,54.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,52.5,55.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,54.0,57.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,55.5,58.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,57.0,60.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,58.5,61.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,60.0,63.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,61.5,64.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,63.0,66.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,64.5,67.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,66.0,69.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,70.5,73.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,72.0,75.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,73.5,76.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,75.0,78.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,76.5,79.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,78.0,81.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,79.5,82.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,81.0,84.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,82.5,85.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,84.0,87.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,85.5,88.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,87.0,90.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,88.5,91.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,90.0,93.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,91.5,94.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,93.0,96.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,94.5,97.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5821.wav,96.0,99.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,0.0,3.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,1.5,4.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,3.0,6.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,9.0,12.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,10.5,13.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,12.0,15.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,13.5,16.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,15.0,18.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,16.5,19.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,18.0,21.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,19.5,22.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,21.0,24.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,22.5,25.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,24.0,27.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,25.5,28.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,27.0,30.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,28.5,31.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,30.0,33.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,31.5,34.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,33.0,36.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,34.5,37.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,36.0,39.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5035.wav,45.0,48.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5022.wav,0.0,3.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5022.wav,1.5,4.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5022.wav,3.0,6.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5022.wav,4.5,7.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5022.wav,6.0,9.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5022.wav,7.5,10.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5022.wav,9.0,12.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5022.wav,10.5,13.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5022.wav,12.0,15.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5022.wav,13.5,16.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5022.wav,15.0,18.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5022.wav,16.5,19.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5022.wav,18.0,21.0,0,0,0,0,0
